Puissance;PoidsAVide;ConsoMixte;CO2;Energie
67;1099;5.154;116.57;ESSENCE
100;1430;6.228;141.6;ESSENCE
131;1305;6.143;139.5;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
84;1497;6.325;143.5;ESSENCE
74;1173;4.092;107.3;GAZOLE
112;1626;5.413;124.03;ESS+ELEC HNR
140;1665;4.968;130.3;GAZ+ELEC HNR
131;1465;6.568;149.5;ESSENCE
135;1715;6.542;149;ESS+ELEC HNR
250;2020;6.501;170.2;GAZ+ELEC HNR
110;1605;5.374;140.8;GAZOLE
210;1880;5.276;138.2;GAZ+ELEC HNR
140;1780;4.987;130.5;GAZ+ELEC HNR
250;2020;6.501;170.2;GAZ+ELEC HNR
147;1205;6.137;138.5;ESSENCE
81;1260;4.087;107.05;GAZOLE
95;1285;5.843;132.05;ESS+ELEC HNR
51.5;975;4.662;106;ESS+ELEC HNR
110;1329;4.936;112;ESS+ELEC HNR
100;1825;0.61;13.77;ELEC+ESSENC HR
131;1390;5.902;134.7;ESSENCE
132.4;1564;5.503;125;ESS+ELEC HNR
51.5;1003;4.662;106;ESS+ELEC HNR
140;1605;4.519;118.4;GAZ+ELEC HNR
135;1620;6.564;149.1;ESSENCE
180;1815;7.487;170.2;ESS+ELEC HNR
75;1535;4.598;120.4;GAZOLE
131;1430;5.902;134.7;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
132.4;1574;5.503;125;ESS+ELEC HNR
135;1690;6.644;151.5;ESSENCE
95;1240;5.812;131.23;ESS+ELEC HNR
140;1465;4.79;125.5;GAZOLE
250;2020;6.501;170.2;GAZ+ELEC HNR
100;1407;4.614;120.6;GAZ+ELEC HNR
110.1;1491;6.308;142.83;ESS+ELEC HNR
61;980;5.288;118.79;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
250;1925;5.822;152.4;GAZ+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
96;1420;5.768;131;ESS+ELEC HNR
103;1315;5.699;129;ESSENCE
148;1660;8.365;189;ESSENCE
53;960;5.534;125.71;ESSENCE
96;1270;4.543;119.1;GAZOLE
100;1320;5.577;127.1;ESSENCE
100;1375;5.577;127.1;ESSENCE
116;1422;5.97;135;ESSENCE
225;1615;7.474;170.3;ESSENCE
53;960;5.534;125.71;ESSENCE
96;1343;4.205;110.11;GAZOLE
131;1390;5.902;134.7;ESSENCE
131;1470;6.445;146.8;ESSENCE
147;1850;4.735;124;GAZ+ELEC HNR
135;1490;6.206;140.9;ESSENCE
135;1525;6.231;141.8;ESSENCE
118;1680;5.571;146;GAZOLE
206;1530;7.564;171.49;ESSENCE
103;1336;5.817;131.35;ESS+ELEC HNR
117.5;1255;5.512;124.8;ESSENCE
61.8;908;5.164;117;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
96;1538;4.956;129.96;GAZOLE
324;2230;2.1;47.5;ELEC+ESSENC HR
140;1760;5.038;132;GAZ+ELEC HNR
135;1620;6.564;149.1;ESSENCE
51.5;1010;4.662;106;ESS+ELEC HNR
243;2220;2.2;50.8;ELEC+ESSENC HR
110;1540;5.082;133;GAZOLE
210;1925;5.726;149.9;GAZ+ELEC HNR
131;1225;5.803;131.9;ESSENCE
75;1475;6.675;151.1;ESSENCE
117.5;1295;6.017;135.9;ESSENCE
77.3;1964;5.832;152.85;GAZOLE
140;1605;5.301;138.9;GAZOLE
125;2039;5.527;144.88;GAZ+ELEC HNR
140;1605;5.301;138.9;GAZOLE
148;1660;8.365;189;ESSENCE
110;1755;4.994;130.7;GAZ+ELEC HNR
131;1430;5.902;134.7;ESSENCE
250;2020;6.501;170.2;GAZ+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
81;1238;4.957;112.1;ESSENCE
96;1519;6.656;150.86;ESSENCE
420;2365;1;58;ELEC+ESSENC HR
131;1430;5.902;134.7;ESSENCE
353;1545;10.493;238;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
132.2;1780;6.426;146;ESS+ELEC HNR
49;1036;5.182;117;ESSENCE
110;1324;6.43;146.1;ESSENCE
210;1935;6.102;159.7;GAZ+ELEC HNR
225;1615;7.474;170.3;ESSENCE
145;1430;6.787;154.4;ESSENCE
69;1361;4.714;106.22;ESS+ELEC HNR
210;1825;5.596;146.7;GAZ+ELEC HNR
88;1260;4.78;125.34;GAZOLE
100;1320;5.577;127.1;ESSENCE
81;1254;5.261;119.02;ESSENCE
250;1830;5.668;148.5;GAZ+ELEC HNR
140;1760;5.038;132;GAZ+ELEC HNR
110;1328;5.647;128.4;ESSENCE
100;1500;6.281;141.8;ESSENCE
81;1284;6.09;138.1;ESSENCE
100;1290;5.585;127.3;ESSENCE
90;1568;4.894;128.3;GAZOLE
75;1390;6.084;139;ESSENCE
100;1320;5.577;127.1;ESSENCE
140;1600;5.405;141.6;GAZOLE
70;1577;5.42;141.66;GAZOLE
100;1320;5.577;127.1;ESSENCE
324;1960;11.1;251;ESSENCE
75;1155;5.34;121.4;ESSENCE
110;2035;6.817;178.92;GAZOLE
81;1090;5.297;119.7;ESSENCE
140;1465;4.79;125.5;GAZOLE
114;1720;6.859;155.28;ESS+ELEC HNR
70;1586;5.216;136.76;GAZOLE
131;1390;5.902;134.7;ESSENCE
100;1200;5.424;123;ESSENCE
110;1342;5.646;127.4;ESSENCE
110;2033;6.817;178.92;GAZOLE
100;1531;4.961;129.9;GAZ+ELEC HNR
140;1775;4.84;126.8;GAZ+ELEC HNR
100;1290;5.585;127.3;ESSENCE
110;1540;5.082;133;GAZOLE
110;1510;4.949;129.5;GAZOLE
100;1320;5.577;127.1;ESSENCE
80;1320;5.626;128.4;ESSENCE
110;1981;6.817;178.92;GAZOLE
140;1840;5.243;137.2;GAZ+ELEC HNR
61.8;1045;5.211;118;ESSENCE
49.3;903;5.034;114;ESSENCE
96;1519;6.656;150.86;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
221;2618;2.5;57;ELEC+ESSENC HR
51.5;1011;4.662;106;ESS+ELEC HNR
100;1430;6.228;141.6;ESSENCE
135;1525;6.231;141.8;ESSENCE
110;1270;5.594;126.2;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
61.8;909;5.378;122;ESSENCE
131;1430;5.902;134.7;ESSENCE
74;1090;4.853;108.97;ESSENCE
140;1465;4.79;125.5;GAZOLE
147;1734;5.859;153.5;GAZOLE
140;1670;4.862;127.4;GAZ+ELEC HNR
112;1626;5.413;124.03;ESS+ELEC HNR
51.5;980;4.979;113.6;ESS+ELEC HNR
110;1342;6.414;145.8;ESSENCE
110;1963;6.817;178.92;GAZOLE
150;1655;6.422;144.8;ESS+ELEC HNR
69;1435;4.814;108.7;ESS+ELEC HNR
132.2;1783;6.382;145;ESS+ELEC HNR
250;1925;5.822;152.4;GAZ+ELEC HNR
80;1320;5.626;128.4;ESSENCE
140;1465;4.79;125.5;GAZOLE
85;1432;4.548;119.41;GAZOLE
81;1254;5.261;119.02;ESSENCE
145;1690;4.684;122.9;GAZ+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
55.1;1084;5.305;120;ESSENCE
90;1535;4.624;121.1;GAZOLE
131;1415;6.262;142.6;ESSENCE
275;1825;7.945;180.7;ESS+ELEC HNR
135;1525;6.231;141.8;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
135;1620;6.564;149.1;ESSENCE
84;1211;5.833;132.45;ESSENCE
140;1780;4.987;130.5;GAZ+ELEC HNR
75;1155;5.34;121.4;ESSENCE
275;1690;8.084;183.8;ESSENCE
110;1475;4.685;122.6;GAZOLE
110;1320;5.809;131.85;ESS+ELEC HNR
100;1430;6.228;141.6;ESSENCE
250;1980;5.964;156.1;GAZ+ELEC HNR
135;1490;6.206;140.9;ESSENCE
180;1751;8.734;198.2;ESSENCE
118;1680;5.571;146;GAZOLE
135;1620;6.564;149.1;ESSENCE
353;1615;10.493;238;ESSENCE
225;1525;7.447;168.1;ESSENCE
135;1900;1.505;34.22;ELEC+ESSENC HR
103;1245;5.702;129.1;ESS+ELEC HNR
110;1545;4.761;124.7;GAZOLE
110.1;1463;6.467;146.8;ESS+ELEC HNR
140;1670;4.862;127.4;GAZ+ELEC HNR
110;1605;5.374;140.8;GAZOLE
95;1205;5.303;119.82;ESS+ELEC HNR
74;1173;4.092;107.3;GAZOLE
110;1510;4.949;129.5;GAZOLE
210;1825;5.596;146.7;GAZ+ELEC HNR
75;1475;6.675;151.1;ESSENCE
139;1848;6.09;160;GAZOLE
103;1505;6.323;143;ESSENCE
116;1274;5.88;133;ESSENCE
131;1480;6.359;144.8;ESSENCE
61.8;909;5.378;122;ESSENCE
80;1320;5.626;128.4;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
100;1370;4.498;117.8;GAZ+ELEC HNR
275;1740;7.435;169.4;ESS+ELEC HNR
131;1430;5.902;134.7;ESSENCE
73.5;1120;5.381;122;ESSENCE
85;1372;4.548;119.41;GAZOLE
250;2020;6.501;170.2;GAZ+ELEC HNR
180;1751;8.734;198.2;ESSENCE
131;1430;5.902;134.7;ESSENCE
100;1375;5.577;127.1;ESSENCE
375;1775;9.94;226;ESSENCE
131;1325;5.803;131.9;ESSENCE
88.3;1246;5.3;119.9;ESS+ELEC HNR
75;1090;3.837;100.56;GAZOLE
100;1290;5.585;127.3;ESSENCE
96;1475;6.618;149.78;ESSENCE
84;1187;5.698;129.35;ESSENCE
275;1740;7.435;169.4;ESS+ELEC HNR
110;2006;6.941;182.22;GAZOLE
51.5;1002;4.662;106;ESS+ELEC HNR
170;1340;6.776;154.2;ESSENCE
110;1342;5.646;127.4;ESSENCE
180;1815;7.487;170.2;ESS+ELEC HNR
110;1485;5.201;136.4;GAZOLE
84;1581;6.325;143.5;ESSENCE
131;1390;5.902;134.7;ESSENCE
210;1780;5.2;136.2;GAZ+ELEC HNR
135;1690;6.644;151.5;ESSENCE
145;1837;5.962;156;GAZ+ELEC HNR
375;1780;9.94;226;ESSENCE
275;1795;7.782;175.7;ESS+ELEC HNR
117.5;1382;5.549;125.7;ESS+ELEC HNR
100;1410;6.059;137.8;ESSENCE
100;1290;5.585;127.3;ESSENCE
100;1320;5.577;127.1;ESSENCE
147;1205;6.137;138.5;ESSENCE
